county,office,district,party,candidate,votes
BAY,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,160
BAY,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,466
BAY,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,83
BENZIE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,5446
BENZIE,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,1
BENZIE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,5064
BENZIE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,36
BENZIE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,31
BENZIE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,99
BENZIE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,12
BERRIEN,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,29803
BERRIEN,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,33157
BERRIEN,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,248
BERRIEN,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,147
BERRIEN,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,607
BERRIEN,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,62
BRANCH,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,5676
BRANCH,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,10132
BRANCH,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,122
BRANCH,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,39
BRANCH,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,135
BRANCH,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,26
CALHOUN,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,24916
CALHOUN,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,25694
CALHOUN,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,196
CALHOUN,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,142
CALHOUN,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,535
CALHOUN,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,93
CASS,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,7350
CASS,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,12666
CASS,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,89
CASS,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,41
CASS,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,184
CASS,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,23
CHARLEVOIX,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,6728
CHARLEVOIX,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,7667
CHARLEVOIX,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,52
CHARLEVOIX,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,50
CHARLEVOIX,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,144
CHARLEVOIX,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,28
CHEBOYGAN,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,5357
CHEBOYGAN,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,1
CHEBOYGAN,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,7707
CHEBOYGAN,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,76
CHEBOYGAN,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,39
CHEBOYGAN,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,126
CHEBOYGAN,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,28
CHIPPEWA,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,6303
CHIPPEWA,Governor 4 Year Term (1) Position,,NPA,Bob Scott,2
CHIPPEWA,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,7902
CHIPPEWA,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,80
CHIPPEWA,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,53
CHIPPEWA,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,162
CHIPPEWA,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,35
CLARE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,5057
CLARE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,7850
CLARE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,85
CLARE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,38
CLARE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,131
CLARE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,37
CLINTON,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,20664
CLINTON,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,19904
CLINTON,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,133
CLINTON,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,78
CLINTON,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,389
CLINTON,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,36
CRAWFORD,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,2655
CRAWFORD,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,3728
CRAWFORD,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,38
CRAWFORD,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,22
CRAWFORD,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,80
CRAWFORD,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,8
DELTA,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,6890
DELTA,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,10097
DELTA,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,89
DELTA,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,44
DELTA,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,177
DELTA,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,44
DICKINSON,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,4310
DICKINSON,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,1
DICKINSON,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,7446
DICKINSON,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,61
DICKINSON,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,36
DICKINSON,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,116
DICKINSON,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,16
EATON,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,28806
EATON,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,23828
EATON,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,221
EATON,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,117
EATON,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,522
EATON,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,64
EMMET,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,9285
EMMET,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,9590
EMMET,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,56
EMMET,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,42
EMMET,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,194
EMMET,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,28
GENESEE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,100325
GENESEE,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,1
GENESEE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,68282
GENESEE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,787
GENESEE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,489
GENESEE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,1448
GENESEE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,262
GLADWIN,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,4422
GLADWIN,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,7357
GLADWIN,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,75
GLADWIN,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,35
GLADWIN,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,110
GLADWIN,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,26
GOGEBIC,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,2940
GOGEBIC,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,3413
GOGEBIC,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,32
GOGEBIC,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,15
GOGEBIC,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,56
GOGEBIC,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,10
GD. TRAVERSE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,27396
GD. TRAVERSE,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,1
GD. TRAVERSE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,24005
GD. TRAVERSE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,154
GD. TRAVERSE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,148
GD. TRAVERSE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,551
GD. TRAVERSE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,47
GRATIOT,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,6285
GRATIOT,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,1
GRATIOT,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,8659
GRATIOT,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,98
GRATIOT,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,61
GRATIOT,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,178
GRATIOT,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,42
HILLSDALE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,5575
HILLSDALE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,12644
HILLSDALE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,124
HILLSDALE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,65
HILLSDALE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,205
HILLSDALE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,37
HOUGHTON,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,7030
HOUGHTON,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,8128
HOUGHTON,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,60
HOUGHTON,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,57
HOUGHTON,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,178
HOUGHTON,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,27
HURON,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,5310
HURON,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,9395
HURON,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,87
HURON,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,55
HURON,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,132
HURON,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,27
INGHAM,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,82408
INGHAM,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,1
INGHAM,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,34869
INGHAM,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,331
INGHAM,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,321
INGHAM,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,987
INGHAM,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,125
IONIA,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,10845
IONIA,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,2
IONIA,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,15786
IONIA,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,128
IONIA,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,85
IONIA,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,314
IONIA,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,48
IOSCO,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,5266
IOSCO,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,7111
IOSCO,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,69
IOSCO,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,54
IOSCO,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,95
IOSCO,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,36
IRON,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,2236
IRON,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,3282
IRON,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,23
IRON,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,14
IRON,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,53
IRON,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,12
ISABELLA,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,12581
ISABELLA,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,10927
ISABELLA,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,113
ISABELLA,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,76
ISABELLA,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,216
ISABELLA,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,44
JACKSON,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,29011
JACKSON,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,34439
JACKSON,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,325
JACKSON,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,162
JACKSON,Governor 4 Year Term (1) Position,,NPA,Michael David Kelley,2
JACKSON,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,654
JACKSON,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,112
KALAMAZOO,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,72516
KALAMAZOO,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,42436
KALAMAZOO,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,311
KALAMAZOO,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,263
KALAMAZOO,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,1142
KALAMAZOO,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,108
KALKASKA,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,3009
KALKASKA,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,5616
KALKASKA,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,53
KALKASKA,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,45
KALKASKA,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,115
KALKASKA,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,16
KENT,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,162899
KENT,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,1
KENT,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,132172
KENT,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,926
KENT,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,638
KENT,Governor 4 Year Term (1) Position,,NPA,Joyce Priscilla Gipson,1
KENT,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,2967
KENT,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,268
KEWEENAW,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,666
KEWEENAW,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,701
KEWEENAW,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,4
KEWEENAW,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,7
KEWEENAW,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,10
KEWEENAW,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,2
LAKE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,2081
LAKE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,3055
LAKE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,42
LAKE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,20
LAKE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,53
LAKE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,9
LAPEER,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,15983
LAPEER,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,26940
LAPEER,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,223
LAPEER,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,145
LAPEER,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,442
LAPEER,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,69
LEELANAU,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,8540
LEELANAU,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,6752
LEELANAU,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,23
LEELANAU,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,33
LEELANAU,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,116
LEELANAU,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,10
LENAWEE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,18248
LENAWEE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,23796
LENAWEE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,231
LENAWEE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,98
LENAWEE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,434
LENAWEE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,50
LIVINGSTON,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,46524
LIVINGSTON,Governor 4 Year Term (1) Position,,NPA,Bob Scott,4
LIVINGSTON,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,60494
LIVINGSTON,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,298
LIVINGSTON,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,213
LIVINGSTON,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,1211
LIVINGSTON,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,95
LUCE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,786
LUCE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,1520
LUCE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,19
LUCE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,12
LUCE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,20
LUCE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,9
MACKINAC,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,2567
MACKINAC,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,3325
MACKINAC,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,35
MACKINAC,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,14
MACKINAC,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,50
MACKINAC,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,8
MACOMB,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,199277
MACOMB,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,2
MACOMB,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,179258
MACOMB,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,1690
MACOMB,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,809
MACOMB,Governor 4 Year Term (1) Position,,NPA,Elizabeth Ann Adkisson,1
MACOMB,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,3144
MACOMB,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,362
MACOMB,Governor 4 Year Term (1) Position,,NPA,Joseph Michael Hunt,1
MANISTEE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,6026
MANISTEE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,6364
MANISTEE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,68
MANISTEE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,44
MANISTEE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,123
MANISTEE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,21
MARQUETTE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,18880
MARQUETTE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,11967
MARQUETTE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,103
MARQUETTE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,87
MARQUETTE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,301
MARQUETTE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,31
MASON,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,6419
MASON,Governor 4 Year Term (1) Position,,NPA,Evan S. Space,1
MASON,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,8018
MASON,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,88
MASON,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,45
MASON,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,163
MASON,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,27
MECOSTA,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,6867
MECOSTA,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,10262
MECOSTA,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,85
MECOSTA,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,70
MECOSTA,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,203
MECOSTA,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,23
MENOMINEE,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,3347
MENOMINEE,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,6129
MENOMINEE,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,67
MENOMINEE,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,30
MENOMINEE,Governor 4 Year Term (1) Position,,LIB,Mary Buzuma,84
MENOMINEE,Governor 4 Year Term (1) Position,,NLP,Daryl M. Simpson,19
MIDLAND,Governor 4 Year Term (1) Position,,DEM,Gretchen Whitmer,19497
MIDLAND,Governor 4 Year Term (1) Position,,REP,Tudor M. Dixon,20964
MIDLAND,Governor 4 Year Term (1) Position,,UST,Donna Brandenburg,189
MIDLAND,Governor 4 Year Term (1) Position,,GRN,Kevin Hogan,91
